projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,person,answerQuestions,sex,relation,ethnic,birthyear,residpar,yrcomcat,procLLM,harvLLM,procFur,harvFur,procBirds,harvBirds,procMM,harvMM,procPlants,harvPlants,procSalm,harvSalm,procMI,harvMI,buildFishTrapsYN,buildDogSleds,sewSkinsCloth,cookWildFoods,handicraftsYN,shelterYN,procOtherFish,harvOtherFish
316,11,2024,1,0,1,01,0,default,1,1,2,1,1,1990,11,34,1,0,,,1,0,,,1,1,,,,,0,0,0,1,0,0,1,0
316,11,2024,1,0,1,01,0,default,3,0,1,7,1,2015,11,9,0,0,,,0,0,,,1,0,,,,,0,0,0,0,0,0,0,0
316,11,2024,1,0,1,01,0,default,4,0,1,7,1,2018,11,6,0,0,,,0,0,,,1,0,,,,,0,0,0,0,0,0,0,0
316,11,2024,5,0,1,01,0,default,1,1,2,1,1,1982,11,42,1,0,,,-9,0,0,0,1,1,0,0,,,0,0,1,1,1,0,1,1
316,11,2024,5,0,1,01,0,default,3,0,2,4,1,1954,312,60,1,0,,,-9,0,0,0,1,1,0,0,,,0,0,1,1,1,0,1,1
316,11,2024,5,0,1,01,0,default,4,0,2,8,1,2011,11,13,1,0,,,-9,0,0,0,1,1,0,0,,,0,0,1,1,1,0,1,1
316,11,2024,5,0,1,01,0,default,5,0,1,7,1,2023,11,1,0,0,,,-9,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,13,0,1,01,0,default,1,1,1,1,0,1951,901,45,1,1,0,0,1,1,0,0,1,1,0,0,,,0,0,0,1,1,0,1,1
316,11,2024,13,0,1,01,0,default,2,1,2,2,1,1947,312,45,1,1,0,0,0,0,0,0,1,1,1,0,,,0,0,1,1,1,0,1,1
316,11,2024,42,0,1,01,0,default,1,1,1,1,1,1988,11,36,1,1,1,1,1,1,1,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,42,0,1,01,0,default,3,0,1,38,1,1985,11,39,1,0,0,0,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,3,0,1,01,0,default,1,1,2,1,1,2003,253,11,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,3,0,1,01,0,default,3,0,2,14,1,2011,11,13,0,0,,,0,0,0,0,1,1,1,1,,,0,0,0,0,0,1,1,1
316,11,2024,8,0,1,01,0,default,1,1,1,1,1,1965,11,59,1,0,,,,,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,8,0,1,01,0,default,3,1,1,7,1,2006,11,18,1,0,,,,,0,0,1,1,0,0,,,0,0,0,1,1,0,1,1
316,11,2024,8,0,1,01,0,default,4,0,1,7,1,2016,11,8,1,0,,,,,0,0,1,1,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,11,0,1,01,0,default,1,1,1,1,1,1988,11,30,1,1,,,0,1,0,0,1,1,1,0,,,0,0,0,1,0,0,0,1
316,11,2024,11,0,1,01,0,default,2,0,2,2,1,1984,11,40,1,1,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,11,0,1,01,0,default,3,0,2,8,1,2008,11,16,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,1
316,11,2024,11,0,1,01,0,default,4,0,1,7,1,2011,11,13,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,11,0,1,01,0,default,5,0,2,16,1,2016,999,-9,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,11,0,1,01,0,default,6,0,2,16,1,2016,999,-9,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,11,0,1,01,0,default,7,0,2,8,1,2018,11,6,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,11,0,1,01,0,default,8,0,1,7,1,2021,11,3,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,11,0,1,01,0,default,9,0,1,7,1,2022,11,2,0,0,,,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,14,0,1,01,0,default,1,1,1,1,1,1960,11,64,1,1,1,1,1,1,1,0,1,1,1,1,,,1,1,0,1,0,0,1,1
316,11,2024,14,0,1,01,0,default,2,0,2,2,1,1951,7,47,1,1,0,0,1,1,1,0,1,1,1,1,,,1,0,1,1,1,0,1,1
316,11,2024,14,0,1,01,0,default,3,0,2,8,1,1991,11,33,1,1,0,0,1,1,1,0,1,1,1,1,,,1,0,0,1,0,0,1,1
316,11,2024,14,0,1,01,0,default,4,0,2,10,1,2002,11,22,1,1,0,0,1,1,1,0,1,1,1,1,,,1,0,0,1,0,0,1,1
316,11,2024,14,0,1,01,0,default,5,0,2,10,1,2004,11,20,1,1,0,0,1,1,1,0,1,1,1,1,,,1,0,0,1,0,0,1,1
316,11,2024,18,0,1,01,0,default,1,1,2,1,1,1991,11,33,0,0,0,0,,,0,0,1,1,0,1,,,0,0,1,1,1,0,0,1
316,11,2024,18,0,1,01,0,default,2,0,1,2,1,1988,11,36,0,0,0,0,,,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,18,0,1,01,0,default,3,0,1,7,1,2012,11,12,0,0,0,0,,,0,0,1,1,0,1,,,0,0,1,1,0,0,0,1
316,11,2024,18,0,1,01,0,default,4,0,1,7,1,2013,11,11,0,0,0,0,,,0,0,0,1,0,1,,,0,0,1,1,0,0,0,1
316,11,2024,18,0,1,01,0,default,5,0,2,8,1,2016,11,8,0,0,0,0,,,0,0,0,1,0,1,,,0,0,1,1,0,0,0,1
316,11,2024,18,0,1,01,0,default,6,0,2,8,1,2022,11,2,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,19,0,1,01,0,default,1,0,1,1,1,1937,982,59,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,19,0,1,01,0,default,2,1,2,2,1,1944,195,59,0,0,,,1,0,0,0,1,0,1,0,,,0,0,0,1,0,0,1,0
316,11,2024,19,0,1,01,0,default,3,0,1,9,1,2009,11,15,0,0,,,1,0,0,0,0,1,0,0,,,0,0,0,0,0,0,1,1
316,11,2024,20,0,1,01,0,default,1,1,2,1,1,1980,11,40,0,0,,,,,0,0,,,,,,,0,0,0,1,0,0,0,0
316,11,2024,20,0,1,01,0,default,2,0,1,2,1,1983,303,10,0,0,,,,,0,0,,,,,,,0,0,0,1,0,0,0,0
316,11,2024,20,0,1,01,0,default,3,0,2,8,1,2014,11,10,0,0,,,,,0,0,,,,,,,0,0,0,1,0,0,0,0
316,11,2024,20,0,1,01,0,default,4,0,2,8,1,2020,11,4,0,0,,,,,0,0,,,,,,,0,0,0,1,0,0,0,0
316,11,2024,21,0,1,01,0,default,1,0,1,1,1,1966,11,58,1,1,,,,,0,0,1,1,,,,,0,0,0,1,0,1,0,-9
316,11,2024,21,0,1,01,0,default,2,1,2,2,1,1961,303,63,1,1,,,,,0,0,1,1,,,,,0,0,0,1,0,1,0,-9
316,11,2024,21,0,1,01,0,default,3,0,2,8,1,2011,11,13,1,1,,,,,0,0,1,1,,,,,0,0,0,1,0,0,0,-9
316,11,2024,23,0,1,01,0,default,1,1,1,1,1,1950,253,63,0,0,1,1,0,0,1,1,1,1,0,1,,,0,0,0,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,2,1,2,2,1,1948,312,67,1,0,0,0,0,0,1,0,1,1,1,0,,,0,0,1,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,3,0,2,8,1,1991,11,33,1,1,0,0,1,1,0,0,1,1,1,1,,,0,0,1,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,4,0,1,9,1,2010,11,14,1,1,0,0,1,1,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,5,0,-9,-9,1,2012,11,12,1,1,0,0,1,1,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,6,0,-9,-9,1,2013,11,11,1,1,0,0,1,1,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,7,0,-9,-9,1,2017,11,7,1,1,0,0,1,1,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,8,0,-9,-9,1,2019,11,5,1,1,0,0,1,1,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,23,0,1,01,0,default,9,0,-9,-9,1,2020,11,4,-9,-9,1,1,1,1,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,25,0,1,01,0,default,1,1,1,1,1,1960,11,64,1,1,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,25,0,1,01,0,default,3,0,2,49,1,2006,11,13,-9,-9,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,1,1,2,1,1,1957,312,67,1,0,,,0,0,0,0,1,1,1,1,,,0,0,1,1,1,0,1,1
316,11,2024,26,0,1,01,0,default,2,1,1,2,1,1952,303,57,1,0,,,0,0,0,0,1,1,1,0,,,0,0,0,1,0,0,1,1
316,11,2024,26,0,1,01,0,default,3,0,2,8,1,1979,11,45,1,0,,,0,0,0,0,1,1,1,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,4,0,1,41,0,-8,174,5,0,0,,,0,0,0,0,1,1,1,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,5,0,2,8,1,1989,11,35,1,1,,,0,0,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,26,0,1,01,0,default,6,0,1,7,1,1979,11,45,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,7,0,-9,-9,1,2011,11,13,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,8,0,-9,-9,1,2013,11,11,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,9,0,-9,-9,1,2011,11,13,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,10,0,1,9,1,2003,11,21,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,26,0,1,01,0,default,11,0,1,9,1,2010,11,14,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,27,0,1,01,0,default,1,0,1,1,1,1970,303,15,1,1,0,0,-9,-9,0,0,1,1,1,1,,,0,0,0,1,0,1,0,1
316,11,2024,27,0,1,01,0,default,2,1,2,2,1,1978,11,46,1,0,0,0,-9,-9,0,0,1,1,1,1,,,0,0,1,1,1,0,1,1
316,11,2024,27,0,1,01,0,default,3,0,1,7,1,2010,11,14,1,1,1,1,-9,-9,0,0,1,1,0,0,,,0,0,1,1,0,1,1,0
316,11,2024,27,0,1,01,0,default,4,0,1,7,1,2014,11,10,0,1,0,0,-9,-9,0,0,1,1,0,0,,,0,0,0,0,0,1,1,0
316,11,2024,27,0,1,01,0,default,5,0,2,8,1,2020,11,4,0,1,0,0,-9,-9,0,0,1,1,1,0,,,0,0,0,0,0,1,1,0
316,11,2024,43,0,1,01,0,default,1,1,1,1,1,1961,312,56,1,0,,,,,,,0,0,1,0,,,0,0,0,1,0,0,1,0
316,11,2024,43,0,1,01,0,default,3,0,1,7,1,1999,11,25,1,1,,,,,,,0,0,1,0,,,0,0,0,1,0,0,1,1
316,11,2024,33,0,1,01,0,default,1,1,1,1,1,1938,303,51,0,0,,,1,0,,,0,0,,,,,0,0,0,1,0,0,0,0
316,11,2024,33,0,1,01,0,default,3,0,2,8,1,1980,11,44,0,0,,,0,0,,,1,0,,,,,0,0,0,1,0,0,0,0
316,11,2024,33,0,1,01,0,default,4,0,1,41,0,-8,999,-8,0,0,,,0,0,,,0,0,,,,,0,0,0,1,0,0,0,0
316,11,2024,33,0,1,01,0,default,5,0,2,10,1,2008,11,16,0,0,,,0,0,,,0,0,,,,,0,0,0,1,0,0,0,0
316,11,2024,28,0,1,01,0,default,1,1,2,1,1,1955,312,67,1,0,,,1,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,34,0,1,01,0,default,1,0,1,1,1,1980,312,44,1,1,,,1,1,0,0,1,1,0,0,,,0,0,0,1,0,1,0,1
316,11,2024,34,0,1,01,0,default,2,1,2,2,1,1981,110,18,0,0,,,0,0,1,0,1,1,0,0,,,0,0,0,1,0,0,0,1
316,11,2024,34,0,1,01,0,default,3,0,2,8,1,2015,11,9,1,1,,,0,0,0,0,1,1,0,1,,,0,0,0,1,1,1,0,1
316,11,2024,34,0,1,01,0,default,4,0,2,8,1,2013,11,11,0,0,,,1,1,0,0,1,1,1,1,,,0,0,0,1,1,0,0,1
316,11,2024,34,0,1,01,0,default,5,0,2,8,1,2009,11,15,0,0,,,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,1,1
316,11,2024,29,0,1,01,0,default,1,1,2,1,1,1985,11,39,0,0,,,,,0,0,1,1,0,0,,,0,0,0,1,0,0,1,0
316,11,2024,29,0,1,01,0,default,2,0,1,2,1,1979,11,45,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0
316,11,2024,29,0,1,01,0,default,3,0,1,7,1,2007,11,17,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,29,0,1,01,0,default,4,0,2,8,1,2014,11,10,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,29,0,1,01,0,default,5,0,1,13,1,1988,11,36,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,29,0,1,01,0,default,6,0,1,38,1,1990,11,34,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,36,0,1,01,0,default,1,1,1,1,1,1958,312,65,1,1,,,,,0,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,36,0,1,01,0,default,3,0,1,7,1,1980,253,40,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1
316,11,2024,36,0,1,01,0,default,4,0,2,51,1,1980,11,44,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,36,0,1,01,0,default,5,0,1,7,1,1988,11,36,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,37,0,1,01,0,default,1,1,2,1,1,1984,203,34,1,1,,,,,,,1,1,1,1,,,0,0,1,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,2,0,1,2,0,1983,901,13,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,3,0,2,8,1,2003,11,21,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,4,0,1,44,0,2006,901,2,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,5,0,2,8,1,2010,11,14,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,6,0,1,7,1,2014,11,10,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,7,0,1,7,1,2016,11,8,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,8,0,2,8,1,2019,11,5,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,37,0,1,01,0,default,9,0,2,8,1,2022,11,2,1,1,,,,,,,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,47,0,1,01,0,default,1,1,1,1,1,1964,11,60,1,1,,,1,1,,,1,1,1,0,,,0,1,0,1,0,0,1,1
316,11,2024,48,0,1,01,0,default,1,1,2,1,1,1945,11,66,0,0,,,0,0,0,0,1,1,0,0,,,0,0,1,1,1,0,0,0
316,11,2024,30,0,1,01,0,default,1,1,2,1,1,1985,11,38,0,0,,,0,0,0,0,1,1,1,1,,,0,0,1,1,1,0,1,1
316,11,2024,30,0,1,01,0,default,2,0,1,2,1,1983,11,41,0,0,,,1,0,0,0,0,0,0,0,,,0,0,0,1,1,0,1,1
316,11,2024,30,0,1,01,0,default,3,0,1,7,1,2006,11,18,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,1,0,0,0
316,11,2024,30,0,1,01,0,default,4,0,1,7,1,2012,11,12,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,1,0,0,0
316,11,2024,50,0,1,01,0,default,1,1,1,1,1,1976,11,10,1,1,1,1,1,1,0,0,1,1,0,1,,,0,0,0,1,0,1,1,1
316,11,2024,50,0,1,01,0,default,2,0,2,2,1,1983,312,10,1,0,1,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,3,0,2,8,1,2003,11,21,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,4,0,2,8,1,2006,11,18,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,5,0,1,7,1,2009,11,15,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,6,0,1,7,1,2017,11,7,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,7,0,2,8,1,2007,11,17,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,8,0,1,7,1,2020,11,4,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,9,0,1,7,1,2024,11,0,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,50,0,1,01,0,default,10,0,2,8,1,2020,11,4,0,0,0,0,0,0,0,0,1,1,0,1,,,0,0,0,1,0,0,0,0
316,11,2024,51,0,1,01,0,default,1,0,1,1,1,1989,11,30,1,1,1,1,1,1,0,0,1,1,1,1,,,1,0,0,1,1,1,1,1
316,11,2024,51,0,1,01,0,default,2,1,2,2,1,1991,70,11,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,1,1,1,0,1,1
316,11,2024,51,0,1,01,0,default,3,0,2,8,1,2010,70,10,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,0,1,1,0,1,1
316,11,2024,51,0,1,01,0,default,4,0,1,7,1,2012,70,8,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,0,1,1,0,1,1
316,11,2024,51,0,1,01,0,default,5,0,1,7,1,2015,11,9,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,0,1,1,0,1,1
316,11,2024,51,0,1,01,0,default,6,0,2,8,1,2017,11,7,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,0,1,1,0,1,1
316,11,2024,31,0,1,01,0,default,1,0,1,1,0,1959,901,27,1,1,,,,,-9,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,31,0,1,01,0,default,2,1,2,2,1,1967,11,51,1,1,,,,,-9,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,31,0,1,01,0,default,3,0,1,7,1,1997,11,27,0,0,,,,,-9,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,31,0,1,01,0,default,4,0,2,8,1,2004,11,20,0,0,,,,,-9,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,52,0,1,01,0,default,1,1,1,1,1,1982,253,7,0,0,,,,,0,0,1,1,1,0,,,0,0,0,1,0,0,1,1
316,11,2024,52,0,1,01,0,default,2,1,2,2,1,1989,253,7,0,0,,,,,0,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,52,0,1,01,0,default,3,0,2,8,1,2011,253,7,0,0,,,,,0,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,52,0,1,01,0,default,4,0,1,7,1,2018,253,7,0,0,,,,,0,0,1,1,0,0,,,0,0,0,0,0,0,1,1
316,11,2024,53,0,1,01,0,default,1,1,2,1,1,1957,312,62,1,0,,,1,0,1,0,1,1,0,0,,,0,0,1,1,1,0,1,1
316,11,2024,53,0,1,01,0,default,3,0,1,7,1,1997,11,27,1,0,,,1,0,1,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,53,0,1,01,0,default,4,0,1,7,1,2004,11,20,1,1,,,1,1,1,1,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,55,0,1,01,0,default,1,1,1,1,1,1957,312,66,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,56,0,1,01,0,default,1,1,1,1,1,1973,11,19,1,1,,,,,,,1,1,,,,,1,0,0,1,1,0,,
316,11,2024,59,0,1,01,0,default,1,1,1,1,1,1985,11,39,1,1,,,1,1,0,0,1,1,1,1,,,0,0,1,1,1,1,1,1
316,11,2024,60,0,1,01,0,default,1,1,2,1,1,1963,11,61,1,0,,,-9,0,0,0,0,0,1,0,,,0,0,0,1,0,0,1,0
316,11,2024,60,0,1,01,0,default,3,0,1,7,1,1999,11,25,0,1,,,-9,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,60,0,1,01,0,default,4,0,2,42,1,2000,312,6,1,0,,,-9,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,60,0,1,01,0,default,5,0,2,10,1,2021,11,3,0,0,,,-9,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,61,0,1,01,0,default,1,1,1,1,1,1965,312,59,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
316,11,2024,61,0,1,01,0,default,2,1,2,2,1,1966,203,25,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
316,11,2024,61,0,1,01,0,default,3,0,2,8,1,1999,11,25,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
316,11,2024,61,0,1,01,0,default,4,1,2,8,1,2002,11,22,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
316,11,2024,61,0,1,01,0,default,5,0,2,10,1,2021,11,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
316,11,2024,61,0,1,01,0,default,6,0,2,10,1,2022,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,11,2024,61,0,1,01,0,default,7,0,1,9,1,2023,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,11,2024,61,0,1,01,0,default,8,0,1,9,1,2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,11,2024,63,0,1,01,0,default,1,1,1,1,0,1936,901,62,1,0,0,-8,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
316,11,2024,63,0,1,01,0,default,2,0,2,2,1,1945,312,79,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
316,11,2024,64,0,1,01,0,default,1,1,2,1,1,1993,191,5,1,1,0,0,0,0,0,0,1,1,1,1,,,0,0,0,1,0,1,0,0
316,11,2024,64,0,1,01,0,default,2,1,1,2,1,1978,11,46,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,0,1,0,1,1,1
316,11,2024,64,0,1,01,0,default,3,0,2,8,1,2023,11,1,0,0,1,1,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,64,0,1,01,0,default,4,0,2,8,1,2023,11,1,0,0,1,1,0,0,0,0,1,1,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,66,0,1,01,0,default,1,1,1,1,1,1974,303,35,1,1,,,,,0,0,1,1,1,1,,,0,0,0,1,0,0,1,1
316,11,2024,66,0,1,01,0,default,2,0,2,2,1,1972,999,52,1,1,,,,,0,0,1,1,1,1,,,0,0,1,1,0,0,1,0
316,11,2024,66,0,1,01,0,default,3,0,1,7,1,2004,999,20,1,0,,,,,0,0,1,1,1,1,,,0,0,0,1,0,0,1,0
316,11,2024,67,0,1,01,0,default,1,1,1,1,1,1976,11,48,0,0,,,,,0,0,0,0,1,0,,,0,0,0,1,1,1,1,0
316,11,2024,68,0,1,01,0,default,1,1,1,1,1,1966,303,36,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
316,11,2024,68,0,1,01,0,default,2,0,2,2,1,1970,11,54,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
316,11,2024,68,0,1,01,0,default,3,0,2,8,1,2008,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
316,11,2024,68,0,1,01,0,default,4,0,1,9,1,2022,11,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
316,11,2024,69,0,1,01,0,default,1,1,1,1,0,1967,901,1,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,70,0,1,01,0,default,1,1,2,1,0,1960,901,1,-9,0,,,,,0,0,0,0,,,,,1,0,0,1,1,1,-9,0
316,11,2024,72,0,1,01,0,default,1,1,2,1,0,1982,902,4,0,0,,,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0
316,11,2024,73,0,1,01,0,default,1,1,2,1,0,1987,902,3,0,0,,,0,0,0,0,1,1,0,0,,,0,0,1,0,1,0,0,0
316,11,2024,73,0,1,01,0,default,2,0,1,2,0,1972,902,3,0,0,,,0,0,0,0,1,1,0,0,,,0,0,0,0,0,0,0,0
316,11,2024,74,0,1,01,0,default,1,1,2,1,0,1987,902,2,0,0,0,0,1,0,0,0,1,1,1,1,,,1,0,1,1,1,0,1,1
316,11,2024,74,0,1,01,0,default,3,0,1,7,0,2008,902,2,0,0,0,0,0,0,0,0,1,1,0,0,,,1,0,0,1,1,0,1,1
316,11,2024,75,0,1,01,0,default,1,1,2,1,0,1973,902,2,0,0,,,1,0,0,0,1,1,,,,,0,0,0,1,1,0,0,0
316,11,2024,75,0,1,01,0,default,2,0,1,2,0,1974,902,1,0,0,,,1,0,0,0,0,0,,,,,0,0,0,1,1,0,0,0
316,11,2024,77,0,1,01,0,default,1,1,2,1,1,1986,11,30,1,1,1,1,1,1,0,0,1,1,1,1,,,0,0,1,1,0,0,1,1
316,11,2024,32,0,1,01,0,default,1,1,2,1,1,1947,312,76,0,0,,,,,0,0,0,0,0,0,,,0,0,1,1,1,0,0,0
316,11,2024,32,0,1,01,0,default,3,0,2,8,1,1977,11,47,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,32,0,1,01,0,default,4,0,2,8,1,1980,11,44,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
316,11,2024,32,0,1,01,0,default,5,0,1,7,1,1982,11,42,1,1,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,1,1
316,11,2024,32,0,1,01,0,default,6,0,1,7,1,1984,11,40,1,1,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
